户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
4室2厅2卫,168.87,南北,高层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,14686.0,无,无,248.0
3室2厅2卫,92.9,南,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,16146.0,无,无,150.0
5室2厅1卫,154.38,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12696.0,无,无,196.0
3室2厅2卫,89.81,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,8017.0,2号线,1129米,72.0
4室2厅2卫,127.0,南北,底层,毛坯,2018,有,商品房,普通住宅,平层,板楼,武昌,25197.0,4号线,943米,320.0
3室1厅1卫,123.59,南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,江汉,14969.0,2号线,800米,185.0
2室2厅1卫,82.74,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,9911.0,无,无,82.0
3室2厅2卫,120.0,南北,中层,简装修,2020,有,商品房,普通住宅,平层,板楼,洪山,16250.0,8号线,891米,195.0
2室1厅1卫,83.57,东南,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,江岸,11727.0,6号线,403米,98.0
4室2厅3卫,220.32,东南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,37219.0,1号线,192米,820.0
3室2厅2卫,115.76,南北,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,19696.0,无,无,228.0
3室2厅2卫,98.93,南北,高层,毛坯,2000,有,商品房,普通住宅,平层,板楼,汉阳,11422.0,6号线,525米,113.0
3室2厅1卫,93.0,南,中层,毛坯,2024,有,商品房,普通住宅,平层,板楼,洪山,14516.0,4号线,163米,135.0
2室1厅1卫,71.09,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12660.0,7号线,950米,90.0
2室2厅1卫,67.33,南,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江汉,13070.0,6号线,818米,88.0
4室2厅3卫,177.26,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,武昌,26797.0,5号线,478米,475.0
4室2厅1卫,139.5,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10179.0,无,无,142.0
1室1厅1卫,41.51,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,18068.0,3号线,943米,75.0
3室2厅1卫,94.0,西北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,15745.0,6号线,555米,148.0
1室1厅1卫,71.79,南北,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,20198.0,2号线,123米,145.0
2室1厅1卫,86.22,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,27256.0,4号线,577米,235.0
3室1厅1卫,101.7,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,14258.0,11号线,324米,145.0
2室2厅1卫,97.61,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,23358.0,4号线,729米,228.0
4室2厅3卫,218.68,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,25151.0,4号线,729米,550.0
3室2厅1卫,123.85,东南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,17602.0,6号线,508米,218.0
3室2厅2卫,130.43,南北,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,硚口,18401.0,1号线,219米,240.0
3室2厅1卫,91.24,东南,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,江夏,9864.0,2号线,590米,90.0
3室1厅1卫,91.66,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,17347.0,无,无,159.0
2室2厅1卫,95.29,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13852.0,8号线,981米,132.0
3室1厅1卫,90.81,南北,低层,毛坯,2018,有,商品房,普通住宅,平层,板楼,东湖高新区,11012.0,无,无,100.0
2室2厅1卫,95.01,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,23471.0,2号线,169米,223.0
3室2厅2卫,118.86,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,10769.0,无,无,128.0
2室2厅1卫,74.51,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,12213.0,无,无,91.0
3室2厅2卫,109.0,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13578.0,2号线,567米,148.0
4室2厅2卫,124.0,南北,中层,简装修,2022,有,商品房,普通住宅,平层,板楼,东西湖,10081.0,2号线,202米,125.0
3室2厅2卫,159.64,东南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,42596.0,1号线,232米,680.0
4室2厅2卫,158.63,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,21799.0,11号线,906米,345.8
3室2厅2卫,105.04,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,13328.0,无,无,140.0
3室2厅2卫,116.48,南,中层,毛坯,2018,有,商品房,普通住宅,平层,板楼,汉阳,11590.0,无,无,135.0
3室2厅1卫,93.04,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19561.0,5号线,548米,182.0
2室2厅1卫,86.73,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,7956.0,2号线,962米,69.0
2室2厅1卫,83.0,南北,高层,精装修,2015,有,商品房,普通住宅,平层,板楼,江汉,11807.0,2号线,411米,98.0
3室2厅1卫,90.03,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16106.0,7号线,485米,145.0
3室2厅2卫,118.0,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,沌口,11949.0,6号线,1091米,141.0
4室2厅2卫,142.46,南,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,青山,15443.0,5号线,828米,220.0
4室2厅2卫,164.76,南北,底层,毛坯,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,23671.0,无,无,390.0
4室2厅2卫,184.39,东南,低层,中装修,2019,有,商品房,普通住宅,平层,板楼,东湖高新区,13287.0,11号线,1108米,245.0
4室2厅2卫,167.12,东南,高层,精装修,2020,有,商品房,普通住宅,平层,板楼,江岸,53255.0,1号线,586米,890.0
4室2厅2卫,141.9,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,20085.0,无,无,285.0
3室2厅1卫,131.6,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,20365.0,3号线,442米,268.0
2室2厅1卫,90.58,南,中层,毛坯,2018,有,商品房,普通住宅,平层,板楼,武昌,20424.0,4号线,729米,185.0
3室2厅2卫,114.99,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,16349.0,无,无,188.0
3室2厅2卫,127.06,东南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,14796.0,无,无,188.0
2室2厅1卫,65.48,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,8858.0,2号线,1129米,58.0
3室2厅1卫,136.6,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,24671.0,3号线,271米,337.0
5室2厅1卫,258.14,南北,中层,精装修,2015,有,商品房,普通住宅,复式,板楼,洪山,47649.0,无,无,1230.0
4室2厅2卫,142.66,南北,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,江汉,17174.0,1号线,288米,245.0
4室2厅2卫,161.98,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20249.0,11号线,556米,328.0
3室2厅2卫,142.0,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,10211.0,6号线,250米,145.0
3室2厅2卫,107.91,南,高层,精装修,2022,有,商品房,普通住宅,平层,板楼,东湖高新区,16032.0,11号线,524米,173.0
3室2厅1卫,94.55,南,高层,中装修,2013,有,商品房,普通住宅,平层,板楼,汉阳,15865.0,6号线,227米,150.0
4室2厅1卫,125.97,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,28975.0,2号线,727米,365.0
3室2厅2卫,101.54,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15954.0,5号线,309米,162.0
4室2厅1卫,258.96,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,26645.0,4号线,830米,690.0
3室2厅1卫,102.31,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,16616.0,无,无,170.0
3室2厅1卫,132.11,南北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18318.0,7号线,1036米,242.0
4室2厅3卫,251.74,南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,武昌,28998.0,4号线,830米,730.0
3室2厅1卫,90.06,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,16433.0,8号线,760米,148.0
4室2厅1卫,158.46,南北,中层,精装修,2022,有,商品房,普通住宅,平层,板楼,东湖高新区,19248.0,2号线,633米,305.0
2室1厅1卫,69.1,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,硚口,9551.0,1号线,491米,66.0
2室2厅1卫,94.05,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,12972.0,8号线,1029米,122.0
4室2厅3卫,174.39,南北,低层,中装修,2018,有,商品房,普通住宅,平层,板楼,武昌,16629.0,5号线,548米,290.0
3室2厅2卫,112.0,南,中层,简装修,2019,有,商品房,普通住宅,平层,板楼,江岸,10152.0,3号线,1096米,113.7
4室2厅1卫,129.83,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,8858.0,无,无,115.0
2室2厅1卫,89.83,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,17477.0,5号线,413米,157.0
4室2厅2卫,158.81,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18261.0,2号线,633米,290.0
4室2厅2卫,137.0,南北,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,13869.0,无,无,190.0
3室2厅2卫,151.85,南北,高层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,9220.0,无,无,140.0
3室2厅2卫,106.18,南北,中层,简装修,2022,有,商品房,普通住宅,平层,板楼,东湖高新区,17706.0,无,无,188.0
2室1厅1卫,80.02,西,中层,中装修,2007,有,商品房,普通住宅,平层,板楼,东湖高新区,11247.0,2号线,933米,90.0
4室2厅2卫,112.9,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,15058.0,8号线,831米,170.0
2室2厅1卫,90.74,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,23363.0,5号线,256米,212.0
3室2厅1卫,106.7,东南,低层,精装修,2019,有,商品房,普通住宅,平层,板楼,武昌,10778.0,5号线,121米,115.0
3室2厅2卫,206.84,南北,中层,精装修,2013,有,商品房,普通住宅,平层,板楼,江汉,24077.0,3号线,148米,498.0
3室2厅1卫,108.42,南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,15219.0,2号线,855米,165.0
2室2厅1卫,77.09,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,6616.0,无,无,51.0
2室1厅1卫,86.71,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18452.0,7号线,613米,160.0
4室2厅3卫,322.69,南北,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,江汉,23242.0,2号线,881米,750.0
2室1厅1卫,67.3,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,35364.0,4号线,561米,238.0
3室2厅1卫,141.32,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,江岸,12737.0,3号线,965米,180.0
3室2厅1卫,93.8,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15778.0,4号线,775米,148.0
3室2厅2卫,120.0,南北,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,洪山,13333.0,8号线,891米,160.0
3室2厅1卫,125.01,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,22398.0,4号线,335米,280.0
2室2厅1卫,88.84,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25889.0,8号线,265米,230.0
2室2厅1卫,90.05,西北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16657.0,无,无,150.0
3室2厅1卫,102.91,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11466.0,无,无,118.0
2室2厅2卫,104.93,南,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11913.0,5号线,309米,125.0
3室2厅1卫,93.87,南北,低层,精装修,2015,有,商品房,普通住宅,平层,板楼,汉阳,9588.0,4号线,569米,90.0
3室2厅1卫,177.56,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,30412.0,4号线,569米,540.0
3室2厅2卫,120.01,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江岸,13332.0,21号线,1032米,160.0
3室2厅1卫,137.35,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,9465.0,无,无,130.0
3室2厅2卫,178.0,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,33708.0,1号线,192米,600.0
3室2厅2卫,120.15,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25635.0,5号线,714米,308.0
2室2厅1卫,100.25,南北,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13965.0,2号线,803米,140.0
3室2厅2卫,120.0,南,低层,毛坯,2019,有,商品房,普通住宅,平层,板楼,江夏,8250.0,7号线,274米,99.0
3室2厅1卫,92.57,东南,中层,精装修,2016,有,商品房,普通住宅,平层,板楼,江汉,14043.0,2号线,658米,130.0
3室1厅1卫,69.11,南北,低层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,17364.0,8号线,463米,120.0
3室2厅1卫,84.94,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13892.0,4号线,374米,118.0
4室2厅2卫,126.46,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,14945.0,无,无,189.0
3室2厅2卫,105.42,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,20110.0,7号线,419米,212.0
2室1厅1卫,70.8,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21328.0,无,无,151.0
3室2厅1卫,117.11,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,江汉,17932.0,2号线,403米,210.0
4室2厅1卫,231.26,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,35458.0,4号线,983米,820.0
3室2厅1卫,135.38,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,14367.0,7号线,533米,194.5
2室2厅1卫,96.0,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,10729.0,8号线,1041米,103.0
3室2厅2卫,121.0,南北,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,武汉周边,3306.0,无,无,40.0
3室2厅2卫,147.84,东南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,17925.0,无,无,265.0
4室2厅2卫,143.0,南北,底层,简装修,2022,有,商品房,普通住宅,平层,板楼,青山,16713.0,5号线,606米,239.0
2室2厅1卫,95.01,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,22945.0,2号线,169米,218.0
2室2厅1卫,77.07,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,15441.0,5号线,309米,119.0
3室2厅3卫,336.53,南北,高层,精装修,2012,有,商品房,普通住宅,平层,板楼,武昌,29121.0,2号线,519米,980.0
4室2厅3卫,135.35,南北,高层,精装修,2000,有,商品房,普通住宅,平层,板楼,东湖高新区,12560.0,2号线,329米,170.0
3室2厅1卫,153.1,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,17636.0,5号线,413米,270.0
3室2厅2卫,129.8,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,10015.0,4号线,377米,130.0
2室2厅1卫,78.43,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,洪山,11929.0,7号线,640米,93.56
3室2厅1卫,130.33,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,14885.0,7号线,905米,194.0
3室2厅2卫,106.0,南北,中层,毛坯,2019,有,商品房,普通住宅,平层,板楼,汉阳,11226.0,4号线,173米,119.0
3室2厅1卫,108.58,南北,高层,简装修,2009,有,商品房,普通住宅,平层,板楼,江岸,10868.0,6号线,350米,118.0
3室2厅2卫,109.84,南,中层,中装修,2020,有,商品房,普通住宅,平层,板楼,东湖高新区,17207.0,无,无,189.0
3室2厅1卫,97.64,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,14236.0,无,无,139.0
3室1厅1卫,71.28,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13749.0,2号线,803米,98.0
3室2厅1卫,179.75,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,33380.0,7号线,680米,600.0
3室2厅2卫,107.6,南北,高层,毛坯,2016,有,商品房,普通住宅,平层,板楼,东湖高新区,20446.0,11号线,906米,220.0
3室2厅1卫,105.33,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15000.0,无,无,158.0
3室2厅2卫,116.57,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,19387.0,2号线,633米,226.0
2室2厅1卫,89.29,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,16351.0,8号线,648米,146.0
3室2厅1卫,89.67,南,低层,精装修,2017,有,商品房,普通住宅,平层,板楼,洪山,14386.0,4号线,374米,129.0
4室2厅1卫,240.28,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18021.0,无,无,433.0
3室2厅1卫,122.08,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,40957.0,4号线,545米,500.0
2室2厅1卫,103.37,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,硚口,17220.0,1号线,576米,178.0
2室2厅2卫,101.07,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,30177.0,1号线,125米,305.0
2室2厅1卫,71.99,南,高层,精装修,2015,有,商品房,普通住宅,平层,板楼,东湖高新区,18753.0,11号线,521米,135.0
2室2厅1卫,82.0,南,底层,简装修,2006,有,商品房,普通住宅,平层,板楼,江岸,16220.0,6号线,351米,133.0
3室2厅2卫,140.1,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15175.0,无,无,212.6
3室2厅1卫,134.97,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,23339.0,2号线,214米,315.0
5室2厅1卫,238.46,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,33465.0,8号线,265米,798.0
4室2厅3卫,180.0,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,15722.0,无,无,283.0
3室2厅2卫,103.0,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,12136.0,1号线,515米,125.0
3室2厅2卫,133.7,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,18399.0,21号线,600米,246.0
