户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
2室2厅1卫,91平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,19231元/平米,4号线,327米,175.0
3室2厅1卫,127.38平米,南北,中层,精装修,,有,商品房,普通住宅,平层,板楼,洪山,16094元/平米,无,无,205.0
3室1厅1卫,88.13平米,南北,高层,中装修,2015年,有,商品房,普通住宅,平层,板楼,东湖高新区,10212元/平米,无,无,90.0
3室2厅2卫,129平米,南北,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,11628元/平米,2号线,567米,150.0
2室1厅1卫,89.87平米,南北,中层,中装修,2010年,有,商品房,普通住宅,平层,板楼,东湖高新区,18916元/平米,2号线,861米,170.0
4室2厅2卫,158.07平米,南北,低层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,东湖高新区,18979元/平米,无,无,300.0
3室2厅1卫,94.96平米,南,高层,精装修,2015年,有,商品房,普通住宅,平层,板楼,洪山,14532元/平米,4号线,567米,138.0
3室2厅2卫,142.3平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,17428元/平米,5号线,186米,248.0
3室2厅2卫,110平米,南,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,10909元/平米,4号线,736米,120.0
4室2厅1卫,166.76平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,18470元/平米,8号线,962米,308.0
3室2厅1卫,112.36平米,东南,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,13350元/平米,2号线,552米,150.0
2室2厅1卫,80.22平米,南北,中层,简装修,1999年,有,商品房,普通住宅,平层,板楼,武昌,18424元/平米,7号线,1036米,147.8
3室2厅2卫,120.49平米,南北,低层,毛坯,2018年,有,个人产权,个人产权,平层,板楼,江岸,15354元/平米,8号线,745米,185.0
3室2厅2卫,154.33平米,南北,低层,豪华装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,27862元/平米,8号线,793米,430.0
2室2厅1卫,91.93平米,南,高层,精装修,2010年,有,商品房,普通住宅,平层,板楼,东湖高新区,17405元/平米,2号线,861米,160.0
1室1厅1卫,64.16平米,南,底层,中装修,2015年,有,个人产权,个人产权,平层,板楼,江岸,11690元/平米,21号线,359米,75.0
3室2厅1卫,88.69平米,南,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,12290元/平米,4号线,374米,109.0
2室1厅1卫,86.65平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,16561元/平米,8号线,1029米,143.5
3室2厅2卫,126.35平米,南北,中层,精装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,17808元/平米,6号线,525米,225.0
4室2厅3卫,261平米,南北,中层,简装修,2023年,有,个人产权,个人产权,平层,板楼,武昌,24138元/平米,4号线,616米,630.0
2室2厅1卫,74.62平米,南,高层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,10051元/平米,5号线,549米,75.0
3室2厅2卫,116.08平米,南北,中层,精装修,2021年,有,个人产权,个人产权,平层,板楼,沌口,11199元/平米,3号线,1102米,130.0
2室2厅1卫,76.82平米,南,中层,精装修,2015年,有,商品房,普通住宅,平层,板楼,东湖高新区,11586元/平米,无,无,89.0
4室2厅3卫,220.24平米,东南,高层,精装修,2022年,有,个人产权,个人产权,平层,板楼,江岸,39048元/平米,1号线,192米,860.0
2室2厅1卫,73.63平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13581元/平米,2号线,567米,100.0
4室2厅1卫,160.88平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,15850元/平米,2号线,403米,255.0
4室2厅1卫,146.96平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,黄陂,5988元/平米,无,无,88.0
3室2厅1卫,92.83平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,14758元/平米,4号线,389米,137.0
4室1厅2卫,96.32平米,北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13704元/平米,2号线,369米,132.0
3室2厅1卫,128.31平米,东南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,21822元/平米,7号线,277米,280.0
4室2厅2卫,155.73平米,西南,中层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,武昌,23759元/平米,5号线,478米,370.0
3室2厅1卫,114.51平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,16584元/平米,11号线,556米,189.9
3室2厅2卫,141.51平米,南北,中层,毛坯,2013年,无,个人产权,个人产权,平层,,武昌,21059元/平米,5号线,186米,298.0
3室2厅2卫,140.04平米,南北,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,武昌,19280元/平米,5号线,413米,270.0
5室2厅3卫,212.07平米,南,底层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,22162元/平米,无,无,470.0
1室1厅1卫,53.17平米,南,高层,精装修,2018年,有,商品房,普通住宅,平层,板楼,东湖高新区,10908元/平米,无,无,58.0
3室2厅2卫,113.15平米,南北,高层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,21211元/平米,2号线,123米,240.0
3室2厅1卫,103.27平米,南北,低层,中装修,,有,商品房,普通住宅,平层,板楼,洪山,11620元/平米,无,无,120.0
2室2厅1卫,127.35平米,东南,中层,精装修,,有,商品房,普通住宅,平层,板楼,武昌,20024元/平米,7号线,271米,255.0
3室2厅2卫,115平米,南,高层,简装修,2023年,有,商品房,普通住宅,平层,板楼,江岸,10435元/平米,21号线,453米,120.0
3室2厅1卫,100.09平米,南北,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,13987元/平米,7号线,905米,140.0
3室2厅1卫,133.93平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16800元/平米,8号线,632米,225.0
2室2厅1卫,101.34平米,东南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,13321元/平米,4号线,612米,135.0
3室2厅2卫,98.62平米,西,低层,简装修,2011年,有,商品房,普通住宅,平层,板楼,东湖高新区,12675元/平米,11号线,696米,125.0
3室2厅1卫,123.73平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,34753元/平米,4号线,443米,430.0
4室2厅1卫,170.12平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,23454元/平米,无,无,399.0
3室2厅1卫,90.9平米,南,中层,精装修,2015年,有,个人产权,个人产权,平层,板楼,青山,18592元/平米,5号线,455米,169.0
3室2厅1卫,102.72平米,南,中层,精装修,2011年,有,商品房,普通住宅,平层,板楼,洪山,20444元/平米,2号线,403米,210.0
4室2厅1卫,173.38平米,东南,底层,中装修,2019年,有,商品房,普通住宅,平层,板楼,东湖高新区,18803元/平米,无,无,326.0
2室2厅2卫,112.48平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20004元/平米,7号线,419米,225.0
3室2厅1卫,88.38平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,17538元/平米,5号线,646米,155.0
3室2厅1卫,95.06平米,南,高层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,17357元/平米,4号线,374米,165.0
4室2厅3卫,171.58平米,南北,中层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,汉阳,13871元/平米,6号线,345米,238.0
3室2厅1卫,140平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,21429元/平米,5号线,820米,300.0
3室2厅1卫,91.71平米,南,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,9814元/平米,5号线,584米,90.0
3室2厅2卫,97.64平米,南北,低层,简装修,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,10242元/平米,11号线,917米,100.0
4室2厅2卫,192.26平米,南,中层,简装修,2006年,有,个人产权,个人产权,平层,板楼,武昌,18205元/平米,无,无,350.0
4室2厅2卫,164平米,南北,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,汉阳,20427元/平米,4号线,614米,335.0
3室2厅1卫,87.33平米,南,高层,简装修,,有,商品房,普通住宅,平层,板楼,武昌,16924元/平米,7号线,1036米,147.8
3室2厅1卫,144.7平米,南北,中层,精装修,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,31237元/平米,2号线,633米,452.0
2室2厅1卫,91.6平米,南,高层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,洪山,5568元/平米,5号线,347米,51.0
5室2厅5卫,345.63平米,,,精装修,2018年,,,独栋,,,东湖高新区,18517元/平米,无,无,640.0
4室2厅2卫,143.26平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16753元/平米,7号线,509米,240.0
4室2厅3卫,245平米,,,毛坯,2010年,,,独栋,,,黄陂,14286元/平米,7号线,597米,350.0
3室1厅1卫,91平米,北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,10989元/平米,4号线,1018米,100.0
4室2厅3卫,331.63平米,,,精装修,2006年,,,独栋,,,黄陂,14474元/平米,7号线,822米,480.0
4室2厅3卫,244.83平米,西南,高层,精装修,2017年,有,个人产权,个人产权,平层,板楼,江岸,51056元/平米,1号线,561米,1250.0
5室2厅2卫,182.36平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,25773元/平米,3号线,88米,470.0
4室2厅2卫,142.66平米,南,中层,简装修,2010年,有,商品房,普通住宅,平层,板楼,东湖高新区,17384元/平米,无,无,248.0
3室2厅2卫,129.71平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,40089元/平米,4号线,431米,520.0
3室3厅3卫,134.06平米,南北,高层,精装修,2022年,有,个人产权,个人产权,平层,板楼,江夏,9548元/平米,无,无,128.0
4室2厅1卫,128平米,南北,中层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,洪山,13672元/平米,4号线,567米,175.0
3室2厅2卫,175.98平米,南,中层,简装修,2020年,有,商品房,普通住宅,平层,板楼,江岸,63644元/平米,1号线,561米,1120.0
2室2厅1卫,101.73平米,东南,高层,精装修,2003年,有,商品房,普通住宅,平层,板楼,洪山,8159元/平米,2号线,871米,83.0
2室2厅1卫,85.54平米,南,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12859元/平米,无,无,110.0
3室2厅3卫,169.51平米,南北,低层,中装修,2021年,无,个人产权,个人产权,平层,,东湖高新区,21828元/平米,2号线,123米,370.0
4室2厅3卫,184.71平米,南北,中层,中装修,2019年,有,商品房,普通住宅,平层,板楼,江汉,27611元/平米,3号线,796米,510.0
3室2厅3卫,215平米,南,高层,精装修,2023年,有,个人产权,个人产权,平层,板楼,江岸,34884元/平米,1号线,366米,750.0
3室1厅1卫,111.32平米,南北,高层,中装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,10959元/平米,无,无,122.0
3室2厅1卫,109.6平米,南北,中层,简装修,2018年,有,商品房,普通住宅,平层,板楼,东湖高新区,9580元/平米,无,无,105.0
2室1厅1卫,86.05平米,南北,中层,中装修,2012年,有,商品房,普通住宅,平层,板楼,东湖高新区,10459元/平米,2号线,744米,90.0
3室2厅2卫,120.45平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,江岸,17435元/平米,3号线,652米,210.0
3室2厅2卫,109平米,南北,低层,精装修,2022年,有,个人产权,个人产权,平层,板楼,硚口,12617元/平米,无,无,137.53
4室2厅2卫,180平米,,,精装修,2019年,,,独栋,,,武汉周边,9444元/平米,无,无,170.0
3室2厅2卫,127平米,南北,中层,简装修,2022年,有,商品房,普通住宅,平层,板楼,武昌,17795元/平米,8号线,661米,226.0
4室2厅1卫,141.35平米,南北,中层,简装修,,有,商品房,普通住宅,平层,板楼,汉阳,12593元/平米,4号线,953米,178.0
3室2厅1卫,104.73平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,10026元/平米,6号线,1097米,105.0
3室2厅2卫,104.46平米,南北,中层,简装修,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,13307元/平米,11号线,277米,139.0
3室2厅2卫,108.4平米,南北,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,12177元/平米,11号线,932米,132.0
4室2厅2卫,158.44平米,,,精装修,2006年,,,独栋,,,东湖高新区,28402元/平米,无,无,450.0
2室2厅1卫,82.74平米,南北,中层,中装修,2010年,有,商品房,普通住宅,平层,板楼,东湖高新区,14262元/平米,2号线,483米,118.0
3室2厅2卫,169.44平米,南,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,武昌,25378元/平米,5号线,154米,430.0
3室2厅3卫,136.9平米,,,毛坯,2019年,,,独栋,,,武汉周边,7305元/平米,无,无,100.0
3室2厅2卫,144.23平米,南北,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,武昌,20453元/平米,5号线,866米,295.0
3室2厅2卫,124平米,南北,低层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,东湖高新区,17742元/平米,无,无,220.0
3室2厅1卫,132.96平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,9025元/平米,2号线,710米,120.0
4室2厅2卫,123.59平米,南,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,江汉,22089元/平米,无,无,273.0
5室2厅3卫,289.96平米,东南,低层,精装修,2016年,有,商品房,普通住宅,平层,板楼,江岸,64837元/平米,1号线,561米,1880.0
2室2厅2卫,117平米,南,高层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,武昌,11538元/平米,无,无,135.0
3室2厅2卫,108平米,南北,低层,毛坯,2018年,有,个人产权,个人产权,平层,板楼,汉阳,10370元/平米,3号线,745米,112.0
3室2厅1卫,105.02平米,南北,低层,简装修,2019年,有,商品房,普通住宅,平层,板楼,汉阳,14188元/平米,6号线,448米,149.0
1室1厅1卫,53.28平米,西南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,21584元/平米,2号线,660米,115.0
3室1厅1卫,96.24平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13300元/平米,6号线,400米,128.0
4室2厅2卫,154.13平米,南北,低层,精装修,2019年,有,商品房,普通住宅,平层,板楼,东湖高新区,24655元/平米,无,无,380.0
2室2厅1卫,81.07平米,南北,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江岸,15789元/平米,6号线,351米,128.0
3室2厅1卫,114.61平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,20941元/平米,4号线,614米,240.0
2室2厅1卫,92.87平米,南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12814元/平米,6号线,706米,119.0
2室2厅1卫,81.97平米,南北,低层,精装修,,有,商品房,普通住宅,平层,板楼,江汉,15737元/平米,2号线,972米,129.0
4室2厅1卫,271.1平米,南北,底层,简装修,2008年,有,商品房,普通住宅,平层,板楼,武昌,26558元/平米,8号线,265米,720.0
3室2厅1卫,110.54平米,南北,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,13208元/平米,2号线,855米,146.0
2室2厅1卫,102.52平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,17265元/平米,2号线,411米,177.0
3室2厅2卫,126平米,南北,低层,精装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,18254元/平米,8号线,880米,230.0
4室2厅1卫,240.28平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,24929元/平米,无,无,599.0
4室3厅3卫,123.88平米,南北,低层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,蔡甸,6458元/平米,4号线,290米,80.0
4室2厅1卫,237.33平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,30548元/平米,8号线,265米,725.0
3室2厅1卫,135.9平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,18249元/平米,无,无,248.0
3室2厅2卫,155.11平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,31590元/平米,8号线,265米,490.0
5室2厅1卫,324.88平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,60946元/平米,1号线,561米,1980.0
3室2厅2卫,120.19平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,25543元/平米,6号线,733米,307.0
3室2厅2卫,124.18平米,南北,低层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,汉阳,12482元/平米,无,无,155.0
3室2厅2卫,112.56平米,南,高层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,20878元/平米,2号线,123米,235.0
3室2厅2卫,128平米,南北,中层,精装修,2021年,有,商品房,普通住宅,平层,板楼,江岸,14844元/平米,1号线,574米,190.0
4室2厅3卫,228.64平米,南北,高层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,武昌,34552元/平米,5号线,450米,790.0
